,red_text,black_text,color,index
2461,"<И ны́не: богоро́дичен, глас 2:>
",,red,
2462,,"Мироно́сицы жены́, гро́ба Твоего́ дости́гшя, и печа́ти гро́бныя ви́девшя, не обре́тшя же пречи́стаго те́ла Твоего́, рыда́ющя со тща́нием приидо́ша, глаго́лющя: кто́ укра́де на́ше упова́ние? кто́ взят ме́ртва на́га сми́рною пома́занна, Ма́тери еди́но утеше́ние? О ка́ко ме́ртвыя оживи́вый умертви́ся? а́да плени́вый, ка́ко погребе́ся? но воскресни́ Спа́се самовла́стно, я́коже ре́кл еси́, тридне́вен, спаса́я ду́шы на́шя.
",black,0.0
2463,"<Ли́ст 62. Та́же,>
",,red,
2464,,"Пре́йде се́нь зако́нная:
",black,0.0
2465,"<На стихо́вне настоя́щыя стихи́ры воскре́сны. Глас 2:>
",,red,
2466,,"Све́те ти́хий:
",black,0.0
2467,"<Стих:>
",,red,
2468,,"Пре́жде век от Отца́ ро́ждшемуся Бо́жию Сло́ву, вопло́щшемуся от Де́вы Мари́и, прииди́те поклони́мся: Кре́ст бо претерпе́в, погребе́нию предаде́ся, я́ко Сам восхоте́: и воскре́с из ме́ртвых, спасе́ мя заблужда́ющаго челове́ка.
",black,0.0
2469,"<Стих:>
",,red,
2470,,"Госпо́дь воцари́ся, в ле́поту облече́ся.
Христо́с Спас наш, е́же на ны́ рукописа́ние пригвозди́в на Кресте́ загла́ди, и сме́ртную держа́ву упраздни́: покланя́емся Его́ тридне́вному Воскре́снию.
",black,0.0
2471,"<Стих:>
",,red,
2472,,"И́бо утверди́ вселе́нную, я́же не подви́жится.
Со арха́нгелы воспои́м Христо́во Воскре́сние: Той бо е́сть Изба́витель и Спас душ на́ших, и в сла́ве стра́шней и кре́пцей си́ле, па́ки гряде́т суди́ти ми́ру, его́же созда́.
",black,0.0
2473,"<Сла́ва, и ны́не, глас 5:>
",,red,
2474,,"До́му Твоему́ подоба́ет:
Воскре́сние Твое́ Христе́ Спа́се, всю́ просвети́ вселе́нную и призва́л еси́ Твое́ созда́ние: всеси́льне Го́споди сла́ва Тебе́.
",black,0.0
2475,"<Трисвято́е. Тропа́рь:>
",,red,
2476,,"Тебе́ оде́ющагося све́том я́ко ри́зою снем Ио́сиф с Дре́ва с Никоди́мом, и ви́дев ме́ртва на́га непогребе́на, благосе́рдный пла́чь восприи́м, рыда́я глаго́лаше: увы́ мне́ сладча́йший Иису́се, Его́же вма́ле со́лнце на Кресте́ ви́сима узре́вшее мра́ком облага́шеся, и земля́ стра́хом колеба́шеся, и раздира́шеся церко́вная заве́са: но се́ ны́не ви́жу Тя́, мене́ ра́ди во́лею подъе́мша сме́рть. Ка́ко погребу́ Тя Бо́же мой, или́ како́ю плащани́цею обвию́? ко́има ли рука́ма прикосну́ся нетле́нному Твоему́ те́лу? или́ ки́я пе́сни воспою́ Твоему́ исхо́ду ще́дре, велича́ю стра́сти Твоя́, песносло́влю и погребе́ние Твое́ со Воскре́снием, зовы́й: Го́споди сла́ва Тебе́.
Ны́не отпуща́еши:
",black,0.0
2477,"<Сла́ва:>
",,red,
2478,,"Благообра́зный Ио́сиф:
",black,0.0
2479,"<И ны́не:>
",,red,
2480,,"Егда́ снизше́л еси́:
",black,0.0
2481,"<Ектениа́, и отпу́ст.>
",,red,
2482,,"Мироно́сицам жена́м:
",black,0.0
2483,"<Си́це слу́жба быва́ет и во всех пятка́х Пятдеся́тницы.>
",,red,
2484,"## Суббота
",,temp,
2485,"### В суббо́ту седми́цы по Па́сце, на Утрени,
",,temp,
2486,"<на>
",,red,
2487,"<тропа́рь пра́здника, я́коже предъуказа́ся.>
",,red,
2488,,"Бог Госпо́дь:
",black,0.0
2489,"<По 1-м стихосло́вии, седа́лен, глас 2:>
",,red,
2490,"<Стих:>
",,red,
2491,,"Ка́мень гро́бный запеча́тати не возбрани́в, ка́мень ве́ры воскресы́й, по́дал еси́ всем, Го́споди сла́ва Тебе́.
",black,0.0
2492,"<Сла́ва, и ны́не: Богоро́дичен:>
",,red,
2493,,"Воскресни́ Го́споди Бо́же мой:
Не́дро пречи́стое в вы́шних не истощи́вый, погребе́ние и Воскресе́ние за всех прия́л еси́: Го́споди сла́ва Тебе́.
",black,0.0
2494,"<По 2-м стихосло́вии, седа́лен, глас 2.>
",,red,
2495,,"Вся́ па́че смы́сла, вся́ пресла́вная Твоя́, Богоро́дице, та́инства, чистоте́ запеча́танной, и де́вству храни́му, Ма́ти позна́лася еси́ нело́жна, Бо́га ро́ждши и́стиннаго. Того́ моли́, спасти́ся душа́м на́шым.
",black,0.0
2496,"<Подо́бен:>
",,red,
2497,"<Сла́ва, и ны́не: то́йже.>
",,red,
2498,,"Мироно́сицам жена́м:
Ученико́в Твои́х лик, с мироно́сицами жена́ми, ра́дуется согла́сно: о́бщий бо пра́здник с ни́ми пра́зднуем, в сла́ву и че́сть Твоего́ Воскресе́ния, и те́ми вопие́м Ти́: Человеколю́бче Го́споди, лю́дем Твои́м пода́ждь ве́лию ми́лость.
",black,0.0
2499,"<Псало́м 50. Кано́н пра́здника со ирмосо́м на 6: и свята́го хра́ма на 4: и мине́и свята́го на 4. Конда́к и ексапостила́рий пра́здника.>
",,red,
2500,,"Воскресе́ние Христо́во:
",black,0.0
2501,"<На хвали́тех поста́вим стихи́ 4, и пое́м настоя́щыя стихи́ры, глас 2:>
",,red,
2502,"<Сла́ва, и ны́не: глас 1:>
",,red,
2503,,"Вся́кое дыха́ние и вся́ тва́рь, Тя́ сла́вит Го́споди, я́ко Кресто́м сме́рть упраздни́л еси́, да пока́жеши лю́дем, е́же из ме́ртвых Твое́ Воскре́сние, я́ко еди́н Человеколю́бец.
Да реку́т иуде́е, ка́ко во́ини погуби́ша стрегу́щии Царя́? почто́ бо ка́мень не сохрани́ Ка́мене жи́зни? Или́ погребе́ннаго да дадя́т, или́ Воскре́сшему да покло́нятся, глаго́люще с на́ми: сла́ва мно́жеству щедро́т Твои́х, Спа́се наш, сла́ва Тебе́.
Ра́дуйтеся лю́дие и весели́теся, а́нгел седя́й на ка́мени гро́бнем, той нам благовести́, рек: Христо́с воскре́се из ме́ртвых, Спас ми́ра, и испо́лни вся́ческая благоуха́ния: ра́дуйтеся лю́дие и весели́теся.
А́нгел у́бо е́же ра́дуйся, пре́жде Твоего́ зача́тия Го́споди, Благода́тней принесе́: а́нгел же ка́мень сла́внаго Твоего́ гро́ба в Твое́ Воскре́сние отвали́: ов у́бо в печа́ли ме́сто, весе́лия о́бразы возвеща́я: сей же в сме́рти ме́сто, Влады́ку Жизнода́вца пропове́дуя нам, те́мже вопие́м Ти́: Благоде́телю всех, Го́споди сла́ва Тебе́.
",black,0.0
2504,"<На стихо́вне стихи́ры пра́здника, глас 2. Самоподо́бны:>
",,red,
2505,,"Приидо́ша на гроб Магдали́на, и друга́я Мари́а, и́щуще Го́спода и а́нгела ви́деша, я́ко мо́лнию седя́ща на ка́мени, и глаго́люща им: что́ и́щете жива́го с ме́ртвыми? воскре́се, я́коже рече́, в Галиле́и Его́ обря́щете. К Нему́ же возопие́м: воскресы́й из ме́ртвых, Го́споди сла́ва Тебе́.
",black,0.0
2506,"<Стих:>
",,red,
2507,,"Егда́ от Дре́ва Тя́ ме́ртва, Аримафе́й снят всех Живота́, сми́рною и плащани́цею Тя́ Христе́ обви́в, и любо́вию подвиза́шеся, се́рдцем и устна́ми те́ло нетле́нное Твое́ облобыза́ти. Оба́че одержи́мь стра́хом, ра́дуяся вопия́ше Ти́: сла́ва снизхожде́нию Твоему́, Человеколю́бче.
",black,0.0
2508,"<Стих:>
",,red,
2509,,"Благоволи́л еси́ Го́споди зе́млю Твою́:
Егда́ во гро́бе но́ве за всех положи́лся еси́, Изба́вителю всех, ад всесмехли́вый ви́дев Тя́ ужасе́ся, вереи́ сокруши́шася, сломи́шася врата́, гро́би отверзо́шася, ме́ртвии воста́ша. Тогда́ Ада́м благода́рственно ра́дуяся вопия́ше Тебе́: сла́ва снизхожде́нию Твоему́, Человеколю́бче.
",black,0.0
2510,"<Сла́ва, и ны́не: глас 6:>
",,red,
2511,,"Ми́лость и и́стина срето́стеся:
Егда́ си́лы зря́ху Тя́ Христе́, я́ко преле́стника от беззако́нных оклевета́ема, ужаса́хуся неизглаго́ланному долготерпе́нию Твоему́, и ка́мень гро́ба рука́ми запеча́танный, и́миже Твоя́ нетле́нная ре́бра прободо́ша. Оба́че на́шему спасе́нию ра́дующеся вопия́ху Ти́: сла́ва снизхожде́нию Твоему́, Человеколю́бче.
",black,0.0
2512,"<Та́же:>
",,red,
2513,,"Проси́ Ио́сиф те́ло Иису́сово, и положи́ е́ в но́вом свое́м гро́бе: подоба́ше бо Ему́ из гро́ба я́ко от черто́га проити́. Сокруши́вый держа́ву сме́рти, и отве́рзый врата́ ра́йская челове́ком, Го́споди сла́ва Тебе́.
",black,0.0
2514,,"Бла́го е́сть испове́датися
",red,
2515,": И тропа́рь. Час 1-й, и отпу́ст.",,red,
2516,"<На литурги́и, блаже́нна, пе́снь 9-я на 6. Проки́мен и аллилу́иа пра́здника. Апо́стол дея́ний, зача́ло 22:>
",,red,
2517,"<Ева́нглие Иоа́нна, зача́ло 52:>
",,red,
2518,,"Па́вел с су́щими в Дама́сце:
",black,0.0
2519,"# Службы четвертой седмицы по Пасхе
",,temp,
2520,"## Воскресенье (Неделя четвертая)
",,temp,
2521,"### В субботу вечера, на малей вечерни
",,temp,
2522,"<На Го́споди воззва́х: стихиры воскресны 4, глас 3:>
",,red,
2523,,"Си́ запове́даю вам:
Неделя четвертая по Пасце, разслабленнаго
",black,0.0
2524,"<Слава, глас 5:>
",,red,
2525,,"Твои́м Кресто́м, Христе́ Спа́се, / сме́рти держа́ва разруши́ся, / и диа́воля пре́лесть упраздни́ся, / род же челове́ческий, ве́рою спаса́емый, / песнь Тебе́ всегда́ прино́сит.
Просвети́шася вся́ческая / Воскресе́нием Твои́м, Го́споди, / и рай па́ки отве́рзеся, / вся же тварь восхваля́ющи Тя, / песнь Тебе́ всегда́ прино́сит.
Сла́влю Отца́ и Сы́на си́лу, / и Свята́го Ду́ха пою́ власть, / неразде́льное, несозда́нное Божество́, / Тро́ицу Единосу́щную, / ца́рствующую в век ве́ка.
Кресту́ Твоему́ честно́му покланя́емся, Христе́, / и Воскресе́ние Твое́ пое́м и сла́вим. / Ра́ною бо Твое́ю мы вси исцеле́хом.
",black,0.0
2526,"<И ныне: Богородичен, догматик, глас 3:>
",,red,
2527,,"Взы́де Иису́с во Иерусали́м на О́вчую купе́ль, / глаго́лемую иуде́йски Вифесда́, / пять притво́ров иму́щую, / в тех бо слежа́ше мно́жество немощству́ющих. / А́нгел бо Бо́жий по вся ле́та сходя́, возмуща́ше ю́, / и здра́вие подава́ше приступа́ющим ве́рою. / И ви́дев Госпо́дь многовре́менна челове́ка, глаго́лет к нему́: / хо́щеши ли здрав бы́ти? / Немощству́яй отвещава́ше: / Го́споди, челове́ка не и́мам, / да егда́ возмути́тся вода́, вве́ржет мя в купе́ль, / враче́м изда́х все име́ние мое́, / и ми́лости улучи́ти не сподо́бихся. / Но Врач душ и теле́с глаго́лет к нему́: / возми́ твой одр и ходи́, пропове́дуя Мою́ си́лу, / и ве́лию ми́лость в конце́х.
",black,0.0
2528,"<На стиховне стихира воскресна:>
",,red,
2529,,"Преве́лие чу́до: / Дева рождшая, и рожденное Бог, / прежде век предъявленное рождение, / и совершенное паче естества. / О таинства страшнаго, / е́же и мыслимое неизреченно пребывает, и зримое не поемлется! / Блаженна Ты еси́ Пречистая Отроковице, / Ада́ма земнороднаго Дщи, / и Бо́га Вышняго явльшаяся Мати: / Того моли спастися душам нашим.
",black,0.0
2530,"<Таже стихиры Богородицы, глас 3.>
",,red,
2531,,"Стра́стию Твое́ю, Христе́, / омрачи́вый со́лнце / и све́том Твоего́ Воскресе́ния, / просвети́вый вся́ческая, / приими́ на́шу вече́рнюю песнь, Человеколю́бче.
",black,0.0
2532,"<Подобен:>
",,red,
2533,"<Стих:>
",,red,
2534,,"Ве́лия Креста́:
",black,0.0
2535,"<Слы́ши Дщи и виждь, и приклони́ у́хо Твое́.>
",,red,
2536,"<Стих:>
",,red,
2537,,"Вели́кое Тобо́ю благодея́ние, Пречи́стая, получи́вше, / со а́нгелы Рожде́ние Твое́ сла́вим, / сподо́бльшееся из утро́бы Твоея́ роди́тися, / кра́йняго ра́ди благоутро́бия, / и возсозда́вшаго челове́ческий род.
",black,0.0
2538,"<Стих:>
",,red,
2539,,"Помяну́ и́мя Твое́ во вся́ком ро́де и ро́де.
Тя вси прибе́жище и боже́ственный покро́в, Чи́стая, / гре́шнии в житии́ стяжа́хом, Де́во: / мо́лим у́бо вси Твое́ благоутро́бие, / не отступи́ от нас, мо́лимся, / но поми́луй и спаси́.
",black,0.0
2540,"<Слава, и ныне, глас 8:>
",,red,
2541,,"Лицу́ Твоему́ помо́лятся бога́тии лю́дстии.
Е́же ра́дуйся, Богоро́дице Ма́ти Присноде́во, / пе́рстнии Твои́ раби́ прино́сим досто́йно, / с Гаврии́лом боже́ственным чинонача́льником: / и́бо ра́дости хода́таица, / и ра́дование Ты была́ еси́ ми́рови.
",black,0.0
2542,"<Тропарь гласа. И отпуст.>
",,red,
2543,,"В притво́ре Соломо́нове, / та́мо слежа́ше мно́жество немощству́ющих, / и преполови́вшуся пра́зднику, / обре́те Христо́с три́десять осмь лет разсла́блена лежа́ща, / Влады́чним гла́сом глаго́лет к нему́: / хо́щеши ли здрав бы́ти? / Немощству́яй отвещава́ше: / Го́споди, челове́ка не и́мам, / да егда́ возмути́тся вода́, вве́ржет мя в купе́ль. / Он же глаго́лет к нему́: / возми́ одр твой, и ходи́: / се здрав был еси́, ктому́ не согреша́й. / Богоро́дицы моли́твами / низпосли́ нам ве́лию ми́лость.
",black,0.0
2544,"<НА ВЕЛИЦЕЙ ВЕЧЕРНИ>
",,red,
2545,"<Стихиры воскресны, глас 3:>
",,red,
2546,"<Ины стихиры, Анатолиевы:>
",,red,
2547,,"Твои́м Кресто́м, Христе́ Спа́се, / сме́рти держа́ва разруши́ся, / и диа́воля пре́лесть упраздни́ся, / род же челове́ческий, ве́рою спаса́емый, / песнь Тебе́ всегда́ прино́сит.
Просвети́шася вся́ческая / Воскресе́нием Твои́м, Го́споди, / и рай па́ки отве́рзеся, / вся же тварь восхваля́ющи Тя, / песнь Тебе́ всегда́ прино́сит.
Сла́влю Отца́ и Сы́на си́лу, / и Свята́го Ду́ха пою́ власть, / неразде́льное, несозда́нное Божество́, / Тро́ицу Единосу́щную, / ца́рствующую в век ве́ка.
",black,0.0
2548,"<Ины стихиры самогласны, о разслабленном. Глас 1:>
",,red,
2549,,"Кресту́ Твоему́ честно́му покланя́емся, Христе́, / и Воскресе́ние Твое́ пое́м и сла́вим. / Ра́ною бо Твое́ю мы вси исцеле́хом.
Пое́м Спа́са от Де́вы вопло́щшагося. / Нас бо ра́ди распя́тся, / и в тре́тий день воскре́се, / да́руя нам ве́лию ми́лость.
Су́щим во а́де сшед Христо́с благовести́: / дерза́йте, глаго́ля, ны́не победи́х, / Аз есмь Воскресе́ние, Аз вы возведу́, / разруши́в сме́ртная врата́.
Недосто́йно стоя́ще в пречи́стом дому́ Твое́м, / вече́рнюю песнь возсыла́ем, / из глубины́ взыва́юще, Христе́ Бо́же: / просвети́вый мир тридне́вным воскресе́нием Твои́м, / изми́ лю́ди Твоя́ от руки́ враго́в Твои́х, Человеколю́бче.
",black,0.0
2550,"<[Дважды.]>
",,red,
2551,,"Дла́нию пречи́стою созда́вый челове́ка, / прише́л еси́, Благоутро́бне, неду́гующия исцели́ти, Христе́, / разсла́бленнаго во О́вчей купе́ли, / сло́вом Твои́м возста́вил еси́: / кровоточи́вой же боле́знь исцели́л еси́: / ханане́и отрокови́цу стужа́емую поми́ловал еси́, / и проше́ния со́тника не презре́л еси́. / Сего́ ра́ди зове́м: / всеси́льне Го́споди, сла́ва Тебе́.
",black,0.0
2552,"<Слава, глас 5:>
",,red,
2553,,"Непогребе́н мертве́ц сый, / разсла́бленный ви́дев Тя, возопи́: / поми́луй мя Го́споди, я́ко одр мой гроб мне бысть. / Что ми приобре́тение живота́? / Не тре́бую О́вчия купе́ли, / не и́мам бо никого́же влага́юща мя, / возмуща́ющимся вода́м: / но к Тебе́ исто́чнику прихожду́ исцеле́ний, / да и аз со все́ми зову́: / всеси́льне Го́споди, сла́ва Тебе́.
",black,0.0
2554,"<И ныне, Богородичен, глас 3:>
",,red,
2555,,"Взы́де Иису́с во Иерусали́м на О́вчую купе́ль, / глаго́лемую иуде́йски Вифесда́, / пять притво́ров иму́щую: / в тех бо слежа́ше мно́жество немощству́ющих. / А́нгел бо Бо́жий по вся ле́та сходя́, возмуща́ше ю́, / и здра́вие подава́ше приступа́ющим ве́рою. / И ви́дев Госпо́дь многовре́менна челове́ка, глаго́лет к нему́: / хо́щеши ли здрав бы́ти? / Немощству́яй отвещава́ше: / Го́споди, челове́ка не и́мам, / да егда́ возмути́тся вода́, вве́ржет мя в купе́ль: / враче́м изда́х все име́ние мое́, / и ми́лости улучи́ти не сподо́бихся. / Но Врач душ и теле́с глаго́лет к нему́: / возми́ твой одр и ходи́, пропове́дуя Мою́ си́лу, / и ве́лию ми́лость в конце́х.
",black,0.0
2556,"<Вход:>
",,red,
2557,,"Ка́ко не диви́мся / Богому́жному Рождеству́ Твоему́, Пречестна́я? / Искуше́ния бо му́жескаго не прие́мши, Всенепоро́чная, / родила́ бо еси́ без Отца́ Сы́на пло́тию. / Пре́жде век от Отца́ рожде́ннаго без ма́тере, / ника́коже претерпе́вшаго измене́ния, / или́ смеше́ния, или́ разделе́ния, / но обою́ существу́ / сво́йство це́ло сохра́ншаго. / Те́мже, Ма́ти Де́во Влады́чице, / Того́ моли́ спасти́ся душа́м, / правосла́вно Богоро́дицу испове́дающих Тя.
",black,0.0
2558,"<Прокимен:>
",,red,
2559,,"Све́те ти́хий:
",black,0.0
2560,"<со стихи его.>
",,red,
2561,,"Госпо́дь воцари́ся:
",black,0.0
2562,"<На литии стихира храма.>
",,red,
2563,"<Слава, глас 5:>
",,red,
2564,"<И ныне: Богородичен, глас тойже:>
",,red,
2565,,"При О́вчей купе́ли, / челове́к лежа́ше в не́мощи, / и ви́дев Тя Го́споди, вопия́ше: / челове́ка не и́мам, / да егда́ возмути́тся вода́, вве́ржет мя в ню. / Егда́ же прихожду́, ин предваря́ет мя, и прие́млет исцеле́ние: / аз же немощству́яй лежу́. / И а́бие умилосе́рдився Спас, глаго́лет к нему́: / тебе́ ра́ди Челове́к быв, / тебе́ ра́ди в плоть облеко́хся, / и глаго́леши: челове́ка не и́мам: / возми́ одр твой и ходи́. / Вся Тебе́ возмо́жна, вся послу́шают, вся повину́ются: / всех нас помяни́, и поми́луй Святы́й, / я́ко Человеколю́бец.
",black,0.0
2566,"<На стиховне стихира воскресна, глас 3:>
",,red,
2567,,"Храм и дверь еси́, / пала́та и престо́л Царе́в, / Де́во Всечестна́я: / Е́юже Изба́витель мой, Христо́с Госпо́дь, / во тьме спя́щим яви́ся, Со́лнце сый пра́вды, / просвети́ти хотя́, я́же созда́ по о́бразу Своему́ руко́ю Свое́ю. / Те́мже Всепе́тая, / я́ко ма́терне дерзнове́ние к Нему́ стяжа́вшая, / непреста́нно моли́ спасти́ся душа́м на́шим. 
",black,0.0
2568,"<Таже стихиры Пасхи с припевы их. Глас 5.>
",,red,
2569,,"Стра́стию Твое́ю, Христе́, / омрачи́вый со́лнце / и све́том Твоего́ Воскресе́ния, / просвети́вый вся́ческая, / приими́ на́шу вече́рнюю песнь, Человеколю́бче.
",black,0.0
2570,"<Стих:>
",,red,
2571,"<Стих:>
",,red,
2572,,"Да воскре́снет Бог, / и расточа́тся врази́ Его́.
Па́сха / свяще́нная нам днесь показа́ся; / Па́сха но́ва свята́я; / Па́сха та́инственная; / Па́сха всечестна́я. / Па́сха Христо́с Изба́витель; / Па́сха непоро́чная; / Па́сха вели́кая; / Па́сха ве́рных. / Па́сха две́ри ра́йския нам отверза́ющая. / Па́сха всех освяща́ющая ве́рных.
",black,0.0
2573,"<Я́ко исчеза́ет дым, / да исче́знут.>
",,red,
2574,"<Стих:>
",,red,
2575,,"Прииди́те / от виде́ния жены́ благове́стницы, / и Сио́ну рцы́те: / приими́ / от нас ра́дости благове́щения, Воскресе́ния Христо́ва: / красу́йся, лику́й / и ра́дуйся, Иерусали́ме, / Царя́ Христа́ узре́в из гро́ба, / я́ко жениха́ происходя́ща.
",black,0.0
2576,"<Та́ко да поги́бнут гре́шницы от Лица́ Бо́жия, / а пра́ведницы да возвеселя́тся.>
",,red,
2577,"<Стих:>
",,red,
2578,,"Мироно́сицы жены́, / у́тру глубоку́, / предста́вша гро́бу Живода́вца, / обрето́ша А́нгела / на ка́мени седя́ща, / и той провеща́в им, / си́це глаго́лаше: / что и́щете Жива́го с ме́ртвыми; / что пла́чете Нетле́ннаго во тли? / Ше́дше, пропове́дите ученико́м Его́.
",black,0.0
2579,"<Сей день, его́же сотвори Госпо́дь, / возра́дуемся и возвесели́мся в онь.>
",,red,
2580,"<Слава, глас 8:>
",,red,
2581,,"Па́сха кра́сная, / Па́сха, Госпо́дня Па́сха! / Па́сха всечестна́я / нам возсия́. Па́сха, / ра́достию друг дру́га обы́мем. / О Па́сха! / Избавле́ние ско́рби, / и́бо из гро́ба днесь, / я́ко от черто́га / возсия́в Христо́с, / жены́ ра́дости испо́лни, глаго́ля: / пропове́дите апо́столом.
",black,0.0
2582,"<И ныне, глас 5:>
",,red,
2583,,"В притво́ре Соломо́нове, / та́мо слежа́ше мно́жество немощству́ющих, / и преполови́вшуся пра́зднику, / обре́те Христо́с три́десять осмь лет разсла́блена лежа́ща, / Влады́чним гла́сом глаго́лет к нему́: / хо́щеши ли здрав бы́ти? / Немощству́яй отвещава́ше: / Го́споди, челове́ка не и́мам, / да егда́ возмути́тся вода́, вве́ржет мя в купе́ль. / Он же глаго́лет к нему́: / возми́ одр твой, и ходи́: / се здрав был еси́, ктому́ не согреша́й. / Богоро́дицы моли́твами / низпосли́ нам ве́лию ми́лость.
",black,0.0
2584,"<И прочее, яко предписася в мимошедшую Неделю.>
",,red,
2585,,"Воскресе́ния день, / и просвети́мся торжество́м, / и друг дру́га обы́мем. / Рцем бра́тие, / и ненави́дящим нас, / прости́м вся Воскресе́нием, / и та́ко возопии́м: / Христо́с воскре́се из ме́ртвых, / сме́ртию смерть попра́в, / и су́щим во гробе́х живо́т дарова́в.
",black,0.0
2586,"<Отпустительный тропарь, глас 3:>
",,red,
2587,"<Слава, и ныне: Богородичен:>
",,red,
2588,,"Да веселя́тся небе́сная, / да ра́дуются земна́я; / я́ко сотвори́ держа́ву мы́шцею Свое́ю Госпо́дь, / попра́ сме́ртию смерть, / пе́рвенец ме́ртвых бысть; / из чре́ва а́дова изба́ви нас, / и подаде́ ми́рови ве́лию ми́лость.
",black,0.0
2589,"<Аще же не будет бдения, на Полунощнице поем канон Троичен во Октоихе, гласа 3-го.>
",,red,
2590,,"Тя хода́тайствовавшую Спасе́ние ро́да на́шего, / воспева́ем, Богоро́дице Де́во; / пло́тию бо от Тебе́ восприя́тою Сын Твой и Бог наш, / Кресто́м восприи́м страсть, / изба́ви нас от тли, я́ко Человеколю́бец.
",black,0.0
2591,"<и прочее яко обычно. И отпуст.>
",,red,
2592,,"И Досто́йно есть:
",black,0.0
2593,"### На Утрени
",,temp,
2594,"<На Бог Госпо́дь: тропарь воскресен дважды, глас 3:>
",,red,
2595,"<Сла́ва и ны́не: Богородичен:>
",,red,
2596,,"Да веселя́тся небе́сная, / да ра́дуются земна́я; / я́ко сотвори́ держа́ву мы́шцею Свое́ю Госпо́дь, / попра́ сме́ртию смерть, / пе́рвенец ме́ртвых бысть; / из чре́ва а́дова изба́ви нас, / и подаде́ ми́рови ве́лию ми́лость.
",black,0.0
2597,"<По 1-м стихословии седален, глас 3:>
",,red,
2598,,"Тя хода́тайствовавшую Спасе́ние ро́да на́шего, / воспева́ем, Богоро́дице Де́во; / пло́тию бо от Тебе́ восприя́тою Сын Твой и Бог наш, / Кресто́м восприи́м страсть, / изба́ви нас от тли, я́ко Человеколю́бец.
",black,0.0
2599,"<Стих:>
",,red,
2600,,"Христо́с от ме́ртвых воста́, нача́ток усо́пших: / перворожде́н тва́ри, и Соде́тель всех бы́вших, / истле́вшее естество́ ро́да на́шего в Себе́ Само́м обнови́. / Не ктому́ сме́рте облада́еши: / и́бо всех Влады́ка держа́ву твою́ разруши́.
",black,0.0
2601,"<Воскресни́ Го́споди Бо́же мой, да вознесе́тся рука́ Твоя́, / не забу́ди убо́гих Твои́х до конца́.>
",,red,
2602,"<Слава, и ныне, Богородичен:>
",,red,
2603,,"Пло́тию сме́рти вкуси́в, Го́споди, / го́ресть сме́рти пресе́кл еси́ воста́нием Твои́м, / и челове́ка на ню укрепи́л еси́, / пе́рвыя кля́твы одоле́ние призыва́я: / Защи́тниче жи́зни на́шея, Го́споди, сла́ва Тебе́.
",black,0.0
2604,"<По 2-м стихословии седален, глас 3.>
",,red,
2605,,"Красоте́ де́вства Твоего́, и пресве́тлой чистоте́ Твое́й, / Гаврии́л удиви́вся, вопия́ше Ти, Богоро́дице: / ку́ю Ти похвалу́ принесу́ досто́йную; / что же возимену́ю Тя; недоумева́ю и ужаса́юся. / Те́мже я́ко повеле́н бых, вопию́ Ти: / ра́дуйся, Благода́тная.
",black,0.0
2606,"<Подобен:>
",,red,
2607,"<Стих:>
",,red,
2608,,"Красоте́ де́вства:
Вся челове́ческая восприи́м, вся на́ша присво́ив, / на Кресте́ пригвозди́тися благоволи́л еси́, Тво́рче мой, / смерть прии́м претерпе́ти, я́ко Челове́к, / да челове́ческое от сме́рти изба́виши, я́ко Бог. / Те́мже, я́ко Жизнода́вцу, вопие́м Ти: / сла́ва, Христе́, благоутро́бию Твоему́.
",black,0.0
2609,"<Испове́мся Тебе́ Го́споди всем се́рдцем мои́м, / пове́м вся чудеса́ Твоя́.>
",,red,
2610,"<Слава, и ныне, Богородичен:>
",,red,
2611,,"Непостижи́мое распя́тия, и несказа́нное воста́ния, / богосло́вствуем ве́рнии, та́инство неизрече́нное: / днесь бо смерть и ад плени́ся, / род же челове́ческий в нетле́ние облече́ся. / Тем благодаря́ще вопие́м Ти: / сла́ва, Христе́, воста́нию Твоему́.
",black,0.0
2612,"<По Непорочнах,>
",,red,
2613,,"Небе́сная любо́вию веселя́хуся, / и земна́я тре́петом ужаса́хуся, / егда́ пречи́стый глас на́йде на Тя, Богоро́дице: / еди́но бо торжество́ обои́м возсия́, / егда́ первозда́ннаго от сме́рти изба́ви. / Тем со а́нгелом вопие́м Ти: / ра́дуйся, Чи́стая Де́во Ма́ти.
",black,0.0
2614,"<Таже ипакои, глас 3:>
",,red,
2615,,"Благослове́н еси́ Го́споди:
",black,0.0
2616,"<Степенна, глас 3. Антифон 1:>
",,red,
2617,,"Удивля́я виде́нием, / ороша́я глаго́лании, / блиста́яйся А́нгел мироно́сицам глаго́лаше: / что жива́го и́щете во гро́бе; / воста́ истощи́вый гро́бы. / Тли Премени́теля разуме́йте Непреме́ннаго. / Рцы́те Бо́гови: коль стра́шна дела́ Твоя́, / я́ко род спасл еси́ челове́ческий.
",black,0.0
2618,"<Слава:>
",,red,
2619,,"Плен Сио́нь Ты изъя́л еси́ от Вавило́на: / и мене́ от страсте́й к животу́ привлецы́, Сло́ве.
В юг се́ющии слеза́ми Боже́ственными, / жнут кла́сы ра́достию присноживо́тия.
",black,0.0
2620,"<И ныне: тойже.>
",,red,
2621,,"Свято́му Ду́ху вся́кое благода́рие, / я́коже Отцу́ и Сы́ну сооблиста́ет, / в Не́мже вся живу́т и дви́жутся.
",black,0.0
2622,"<Антифон 2:>
",,red,
