,red_text,black_text,color,temp,service
838,γ',,red,,
839,,"Ἀναστὰς ὁ Ἰησοῦς ἀπὸ τοῦ τάφου καθὼς προεῖπεν, ἔδωκεν ἡμῖν τὴν αἰώνιον ζωὴν καὶ μέγα ἔλεος.",black,,
840,Κοντάκιον,,red,,
841,Ἦχος δ',,red,,
842,,"Εἰ καὶ ἐν τάφῳ κατῆλθες ἀθάνατε, ἀλλὰ τοῦ ᾍδου καθεῖλες τὴν δύναμιν, καὶ ἀνέστης ὡς νικητής, Χριστὲ ὁ Θεός, γυναιξὶ Μυροφόροις φθεγξάμενος. Χαίρετε, καὶ τοῖς σοῖς Ἀποστόλοις εἰρήνην δωρούμενος",black,,
843,Ὁ Οἶκος,,red,,
844,,"Τὸν πρὸ ἡλίου Ἥλιον, δύναντα ποτὲ ἐν τάφῳ, προέφθασαν πρὸς ὄρθρον, ἐκζητοῦσαι ὡς ἡμέραν, Μυροφόροι κόραι, καὶ πρὸς ἀλλήλας ἐβόων· Ὦ φίλαι, δεῦτε τοῖς ἀρώμασιν ὑπαλείψωμεν, Σῶμα ζωηφόρον καὶ τεθαμμένον, σάρκα ἀνιστῶσαν τὸν παραπεσόντα Ἀδὰμ κείμενον ἐν τῷ μνήματι, ἄγωμεν, σπεύσωμεν, ὥσπερ οἱ Μάγοι, καὶ προσκυνήσωμεν, καὶ προσκομίσωμεν τὰ μύρα ὡς δῶρα τῷ μὴ ἐν σπαργάνοις, ἀλλ' ἐν σινδόνι ἐνειλημένῳ, καὶ κλαύσωμεν, καὶ κράξωμεν· Ὦ Δέσποτα ἐξεγέρθητι,",black,,
845,ΣΥΝΑΞΑΡΙΟΝ,,red,,
846,,"Τῇ ἁγίᾳ καὶ μεγάλῃ Τετάρτῃ τοῦ Πάσχα, αὐτὴν τὴν ζωηφόρον Ἀνάστασιν ἑορτάζομεν τοῦ Κυρίου, καὶ Θεοῦ καὶ Σωτῆρος ἡμῶν Ἰησοῦ Χριστοῦ.",black,,
847,Στίχοι,,red,,
848,,Χριστὸς κατελθὼν πρὸς πύλην ᾍδου μόνος,black,,
849,,Λαβὼν ἀνῆλθε πολλὰ τῆς νίκης σκῦλα.,black,,
850,,"Ἀνάστασιν Χριστοῦ θεασάμενοι, προσκυνήσωμεν Ἅγιον, Κύριον, Ἰησοῦν τὸν μόνον ἀναμάρτητον. Τὸν Σταυρόν σου, Χριστέ, προσκυνοῦμεν, καὶ τὴν ἁγίαν σου Ἀνάστασιν ὑμνοῦμεν καὶ δοξάζομεν. Σὺ γὰρ εἶ Θεὸς ἡμῶν, ἐκτός σου ἄλλον οὐκ οἴδαμεν, τὸ ὄνομά σου ὀνομάζομεν. Δεῦτε πάντες οἱ πιστοί, προσκυνήσωμεν τὴν τοῦ Χριστοῦ ἁγίαν Ἀνάστασιν· ἰδοὺ γὰρ ἦλθε διὰ τοῦ Σταυροῦ, χαρὰ ἐν ὅλῳ τῷ κόσμῳ. Διὰ παντὸς εὐλογοῦντες τὸν Κύριον, ὑμνοῦμεν τὴν Ἀνάστασιν αὐτοῦ· Σταυρὸν γὰρ ὑπομείνας δι' ἡμᾶς, θανάτῳ θάνατον ὤλεσεν.",black,,
851,γ',,red,,
852,,"Ἀναστὰς ὁ Ἰησοῦς ἀπὸ τοῦ τάφου καθὼς προεῖπεν, ἔδωκεν ἡμῖν τὴν αἰώνιον ζωὴν καὶ μέγα ἔλεος.",black,,
853,γ',,red,,
854,,.,black,,
855,"Κανών α', ᾨδὴ ζ', τοῦ Πάσχα",,red,,
856,Ἦχος α',,red,,
857,Ὁ Εἱρμὸς,,red,,
858,,"«Ὁ Παῖδας ἐκ καμίνου ῥυσάμενος, γενόμενος ἄνθρωπος, πάσχει ὡς θνητός, καὶ διὰ Πάθους τὸ θνητόν, ἀφθαρσίας ἐνδύει εὐπρέπειαν, ὁ μόνος εὐλογητὸς τῶν Πατέρων, Θεὸς καὶ ὑπερένδοξος».",black,,
859,,"Γυναῖκες μετὰ μύρων θεόφρονες, ὀπίσω σου ἔδραμον, ὃν δὲ ὡς θνητόν, μετὰ δακρύων ἐζήτουν, προσεκύνησαν χαίρουσαι ζῶντα Θεόν, καὶ Πάσχα τὸ μυστικὸν σοῖς Χριστὲ Μαθηταῖς εὐηγγελίσαντο.",black,,
860,,"Θανάτου ἑορτάζομεν νέκρωσιν, ᾍδου τὴν καθαίρεσιν, ἄλλης βιοτῆς, τῆς αἰωνίου ἀπαρχήν, καὶ σκιρτῶντες ὑμνοῦμεν τὸν αἴτιον, τὸν μόνον εὐλογητὸν τῶν Πατέρων, Θεὸν καὶ ὑπερένδοξον.",black,,
861,,"Ὡς ὄντως ἱερὰ καὶ πανέορτος, αὕτη ἡ σωτήριος, νὺξ καὶ φωταυγής, τῆς λαμπροφόρου ἡμέρας, τῆς Ἐγέρσεως οὖσα προάγγελος, ἐν ᾗ τὸ ἄχρονον φῶς, ἐκ τάφου σωματικῶς πᾶσιν ἐπέλαμψεν.",black,,
862,Καταβασία,,red,,
863,,"«Ὁ Παῖδας ἐκ καμίνου ῥυσάμενος, γενόμενος ἄνθρωπος, πάσχει ὡς θνητός, καὶ διὰ Πάθους τὸ θνητόν, ἀφθαρσίας ἐνδύει εὐπρέπειαν, ὁ μόνος εὐλογητὸς τῶν Πατέρων, Θεὸς καὶ ὑπερένδοξος».",black,,
864,,Χριστὸς ἀνέστη...,black,,
865,γ',,red,,
866,,"Ἀναστὰς ὁ Ἰησοῦς ἀπὸ τοῦ τάφου καθὼς προεῖπεν, ἔδωκεν ἡμῖν τὴν αἰώνιον ζωὴν καὶ μέγα ἔλεος.",black,,
867,"Κανών α', ᾨδὴ η', τοῦ Πάσχα",,red,,
868,Ἦχος α',,red,,
869,Ὁ Εἱρμὸς,,red,,
870,,"«Αὕτη ἡ κλητὴ καὶ ἁγία ἡμέρα, ἡ μία τῶν Σαββάτων, ἡ βασιλὶς καὶ κυρία, ἑορτῶν ἑορτή, καὶ πανήγυρις ἐστὶ πανηγύρεων, ἐν ᾗ εὐλογοῦμεν, Χριστὸν εἰς τοὺς αἰῶνας».",black,,
871,,"Δεῦτε τοῦ καινοῦ τῆς ἀμπέλου γεννήματος τῆς θείας εὐφροσύνης, ἐν τῇ εὐσήμῳ ἡμέρᾳ τῆς ἐγέρσεως, βασιλείας τε Χριστοῦ κοινωνήσωμεν, ὑμνοῦντες αὐτόν, ὡς Θεόν εἰς τοὺς αἰῶνας.",black,,
872,,"Ἆρον κύκλῳ τοὺς ὀφθαλμούς σου Σιὼν καὶ ἴδε· ἰδοὺ γὰρ ἥκασί σοι, θεοφεγγεῖς ὡς φωστῆρες, ἐκ δυσμῶν καὶ βορρᾶ, καὶ θαλάσσης, καὶ ἑῴας τᾶ τέκνα σου ἐν σοὶ εὐλογοῦντα, Χριστὸν εἰς τοὺς αἰῶνας.",black,,
873,,"Πάτερ παντοκράτορ, καὶ Λόγε, καὶ Πνεῦμα, τρισὶν ἑνιζομένη, ἐν ὑποστάσεσι φύσις, ὑπερούσιε καὶ ὑπέρθεε εἰς σὲ βεβαπτίσμεθα, καὶ σὲ εὐλογοῦμεν, εἰς πάντας τοὺς αἰῶνας.",black,,
874,Καταβασία,,red,,
875,,"«Αὕτη ἡ κλητὴ καὶ ἁγία ἡμέρα, ἡ μία τῶν Σαββάτων, ἡ βασιλὶς καὶ κυρία, ἑορτῶν ἑορτή, καὶ πανήγυρις ἐστὶ πανηγύρεων, ἐν ᾗ εὐλογοῦμεν, Χριστὸν εἰς τοὺς αἰῶνας».",black,,
876,,Χριστὸς ἀνέστη...,black,,
877,γ',,red,,
878,,"Ἀναστὰς ὁ Ἰησοῦς ἀπὸ τοῦ τάφου καθὼς προεῖπεν, ἔδωκεν ἡμῖν τὴν αἰώνιον ζωὴν καὶ μέγα ἔλεος.",black,,
879,"Κανών α', ᾨδὴ θ', τοῦ Πάσχα",,red,,
880,Ἦχος α',,red,,
881,Ὁ Εἱρμὸς,,red,,
882,,"Φωτίζου, φωτίζου ἡ νέα Ἱερουσαλήμ· ἡ γὰρ δόξα Κυρίου ἐπὶ σὲ ἀνέτειλε. Χόρευε νῦν, καὶ ἀγάλλου Σιών· σὺ δὲ ἁγνή, τέρπου, Θεοτόκε, ἐν τῇ ἐγέρσει τοῦ τόκου σου.",black,,
883,,"Φωτίζου, φωτίζου ἡ νέα Ἱερουσαλήμ· ἡ γὰρ δόξα Κυρίου ἐπὶ σὲ ἀνέτειλε. Χόρευε νῦν, καὶ ἀγάλλου Σιών· σὺ δὲ ἁγνή, τέρπου, Θεοτόκε, ἐν τῇ ἐγέρσει τοῦ τόκου σου.",black,,
884,,"῍Ω θείας! ὢ φίλης! ὢ γλυκυτάτης σου φωνῆς! μεθ' ἡμῶν ἀψευδῶς γάρ, ἐπηγγείλω, ἔσεσθαι, μέχρι τερμάτων αἰῶνος Χριστέ· ἣν οἱ πιστοί, ἄγκυραν ἐλπίδος, κατέχοντες ἀγαλλόμεθα.",black,,
885,,"῍Ω Πάσχα τὸ μέγα, καὶ ἱερώτατον Χριστέ· ὤ σοφία καὶ Λόγε, τοῦ Θεοῦ καὶ δύναμις· δίδου ἡμῖν ἐκτυπώτερον, σοῦ μετασχεῖν, ἐν τῇ ἀνεσπέρῳ, ἡμέρᾳ τῆς βασιλείας σου.",black,,
886,,Δόξα...,black,,
887,,"Συμφώνως Παρθένε, σὲ μακαρίζομεν πιστοί· Χαῖρε πύλη Κυρίου· χαῖρε πόλις ἔμψυχε· χαῖρε, δι' ἧς ἡμῖν ἔλαμψε, σήμερον φῶς τοῦ ἐκ σοῦ τεχθέντος, τῆς ἐκ νεκρῶν ἀναστάσεως.",black,,
888,,Καὶ νῦν...,black,,
889,,"Εὐφραίνου, ἀγάλλου, ἡ θεία πύλη τοῦ φωτός· ὁ γὰρ δύνας ἐν τάφῳ, Ἰησοῦς ἀνέτειλε, λάμψας ἡλίου φαιδρότερον, καὶ τοὺς πιστοὺς πάντας καταυγάσας, θεοχαρίτωτε Δέσποινα.",black,,
890,Καταβασία,,red,,
891,,"Φωτίζου, φωτίζου ἡ νέα Ἱερουσαλήμ· ἡ γὰρ δόξα Κυρίου ἐπὶ σὲ ἀνέτειλε. Χόρευε νῦν, καὶ ἀγάλλου Σιών· σὺ δὲ ἁγνή, τέρπου, Θεοτόκε, ἐν τῇ ἐγέρσει τοῦ τόκου σου.",black,,
892,,Χριστὸς ἀνέστη...,black,,
893,γ',,red,,
894,,"Ἀναστὰς ὁ Ἰησοῦς ἀπὸ τοῦ τάφου καθὼς προεῖπεν, ἔδωκεν ἡμῖν τὴν αἰώνιον ζωὴν καὶ μέγα ἔλεος.",black,,
895,Ἐξαποστειλάριον τοῦ Πάσχα,,red,,
896,Ἦχος β',,red,,
897,,"Σαρκὶ ὑπνώσας ὡς θνητός, ὁ Βασιλεὺς καὶ Κύριος, τριήμερος ἐξανέστης, Ἀδὰμ ἐγείρας ἐκ φθορᾶς, καὶ καταργήσας θάνατον, Πάσχα τῆς ἀφθαρσίας, τοῦ κόσμου σωτήριον.",black,,
898,Εἰς τοὺς Αἲνους,,red,,
899,Στιχηρὰ Ἀναστάσιμα τῆς Ὀκτωήχου,,red,,
900,Ἦχος δ',,red,,
901,,"Ὁ Σταυρὸν ὑπομείνας καὶ θάνατον, καὶ ἀναστὰς ἐκ τῶν νεκρῶν, παντοδύναμε Κύριε, δοξάζομέν σου τὴν Ἀνάστασιν.",black,,
902,Ἦχος δ',,red,,
903,,"Ἐν τῷ Σταυρῷ σου Χριστέ, τῆς ἀρχαίας κατάρας ἠλευθέρωσας ἡμᾶς, καὶ ἐν τῷ θανάτῳ σου, τὸν τὴν φύσιν ἡμῶν τυραννήσαντα Διάβολον κατήργησας, ἐν δὲ τῇ Ἐγέρσει σου, χαρᾶς τὰ πάντα ἐπλήρωσας. Διὸ βοῶμέν σοι· ὁ ἀναστὰς ἐκ τῶν νεκρῶν Κύριε, δόξα σοι.",black,,
904,Ἦχος δ',,red,,
905,,"Τῷ σῷ Σταυρῷ Χριστὲ Σωτὴρ ὁδήγησον ἡμᾶς ἐπὶ τὴν ἀλήθειάν σου, καὶ ῥῦσαι ἡμᾶς τῶν παγίδων τοῦ ἐχθροῦ, ὁ ἀναστὰς ἐκ τῶν νεκρῶν, ἀνάστησον ἡμᾶς, πεσόντας τῇ ἁμαρτίᾳ, ἐκτείνας τὴν χεῖρά σου φιλάνθρωπε Κύριε, τῇ πρεσβείᾳ τῶν Ἁγίων σου.",black,,
906,Ἦχος δ',,red,,
907,,"Τῶν πατρικῶν σου κόλπων μὴ χωρισθείς, μονογενὲς Λόγε τοῦ Θεοῦ, ἦλθες ἐπὶ γῆς διὰ φιλανθρωπίαν, ἄνθρωπος γενόμενος ἀτρέπτως, καὶ σταυρὸν καὶ θάνατον ὑπέμεινας σαρκί, ὁ ἀπαθὴς τῇ Θεότητι, ἀναστὰς δὲ ἐκ νεκρῶν, ἀθανασίαν παρέσχες τῷ γένει τῶν ἀνθρώπων, ὡς μόνος παντοδύναμος.",black,,
908,Εἶτα τὰ Στιχηρὰ τοῦ Πάσχα μετὰ τῶν Στίχων αὐτῶν.Ἦχος πλ. α'Στίχ.,,red,,
909,,"Πάσχα ἱερὸν ἡμῖν σήμερον ἀναδέδεικται, Πάσχα καινόν, Ἅγιον, Πάσχα μυστικόν, Πάσχα πανσεβάσμιον, Πάσχα Χριστὸς ὁ λυτρωτής, Πάσχα ἄμωμον, Πάσχα μέγα, Πάσχα τῶν πιστῶν, Πάσχα, τὸ πύλας ἡμῖν τοῦ Παραδείσου ἀνοῖξαν, Πάσχα, πάντας ἁγιάζον πιστούς.",black,,
910,Στίχ.,,red,,
911,,"Δεῦτε ἀπὸ θέας Γυναῖκες εὐαγγελίστριαι, καὶ τῇ Σιὼν εἴπατε· Δέχου παρ΄ ἡμῶν χαρᾶς εὐαγγέλια, τῆς Ἀναστάσεως Χριστοῦ, τέρπου, χόρευε, καὶ ἀγάλλου Ἱερουσαλήμ, τὸν Βασιλέα Χριστόν, θεασαμένη ἐκ τοῦ μνήματος, ὡς νυμφίον προερχόμενον.",black,,
912,Στίχ.,,red,,
913,,"Αἱ Μυροφόροι γυναῖκες, ὄρθρου βαθέος, ἐπιστᾶσαι πρὸς τὸ μνῆμα τοῦ Ζωοδότου, εὗρον Ἄγγελον, ἐπὶ τὸν λίθον καθήμενον, καὶ αὐτὸς προσφθεγξάμενος, αὐταῖς οὕτως ἔλεγε· Τί ζητεῖτε τὸν ζῶντα μετὰ τῶν νεκρῶν; τί θρηνεῖτε τὸν ἄφθαρτον ὡς ἐν φθορᾷ; ἀπελθοῦσαι κηρύξατε, τοῖς αὐτοῦ Μαθηταῖς.",black,,
914,Στίχ.,,red,,
915,,"Πάσχα τὸ τερπνόν, Πάσχα Κυρίου, Πάσχα, Πάσχα πανσεβάσμιον ἡμῖν ἀνέτειλε, Πάσχα, ἐν χαρᾷ ἀλλήλους περιπτυξώμεθα, ὦ Πάσχα λύτρον λύπης· καὶ γὰρ ἐκ τάφου σήμερον ὥσπερ ἐκ παστοῦ, ἐκλάμψας Χριστός, τὰ Γύναια χαρᾶς ἔπλησε λέγων· Κηρύξατε Ἀποστόλοις.",black,,
916,,Δόξα... Καὶ νῦν...,black,,
917,Ἦχος πλ. α',,red,,
918,,"Ἀναστάσεως ἡμέρα, καὶ λαμπρυνθῶμεν τῇ πανηγύρει, καὶ ἀλλήλους περιπτυξώμεθα. Εἴπωμεν ἀδελφοί, καὶ τοῖς μισοῦσιν ἡμᾶς. Συγχωρήσωμεν πάντα τῇ Ἀναστάσει, καὶ οὕτω βοήσωμεν·",black,,
919,-3,,red,,
920,Ἀντίφωνον α'Ἦχος β'Στίχ.,,red,,
921,,Ἀλαλάξατε τῷ Κυρίῳ πᾶσα ἡ γῆ.,black,,
922,Στίχ.,,red,,
923,,"Ψάλατε δὴ τῷ ὀνόματι αὐτοῦ, δότε δόξαν ἐν αἰνέσει αὐτοῦ.",black,,
924,Στίχ.,,red,,
925,,Εἴπατε τῷ Θεῷ· Ὡς φοβερὰ τὰ ἔργα σου. Ἐν τῷ πλήθει τῆς δυνάμεώς σου ψεύσονταί σε οἱ ἐχθροί σου.,black,,
926,Στίχ.,,red,,
927,,"Πᾶσα ἡ γῆ προσκυνησάτωσάν σοι καὶ ψαλάτωσάν σοι, ψαλάτωσαν δὴ τῷ ὀνόματι σου Ὕψιστε.",black,,
928,Ἀντίφωνον β'Ἦχος ὁ αὐτὸς Στίχ.,,red,,
929,,"Ὁ Θεὸς οἰκτειρήσαι ἡμᾶς καὶ εὐλογήσαι ἡμᾶς, ἐπιφάναι τὸ πρόσωπον αὐτοῦ ἐφ' ἡμᾶς, καὶ ἐλεήσαι ἡμᾶς.",black,,
930,Στίχ.,,red,,
931,,"Τοῦ γνῶναι ἐν τῇ γῇ τὴν ὁδόν σου, ἐν πᾶσιν ἔθνεσι τὸ σωτήριόν σου.",black,,
932,Στίχ.,,red,,
933,,"Ἐξομολογησάσθωσάν σοι λαοί, ὁ Θεός, ἐξομολογησάσθωσάν σοι λαοὶ πάντες.",black,,
934,Στίχ.,,red,,
935,,"Εὐλογήσαι ἡμᾶς ὁ Θεός, καὶ φοβηθήτωσαν αὐτὸν πάντα τὰ πέρατα τῆς γῆς.",black,,
936,Ἀντίφωνον γ'Ἦχος πλ. α'Στίχ.,,red,,
937,,"Ἀναστήτω ὁ Θεός, καὶ διασκορπισθήτωσαν οἱ ἐχθροὶ αὐτοῦ, καὶ φυγέτωσαν ἀπὸ προσώπου αὐτοῦ οἱ μισοῦντες αὐτόν.",black,,
938,,"Χριστὸς ἀνέστη ἐκ νεκρῶν, θανάτῳ θάνατον πατήσας, καὶ τοῖς ἐν τοῖς μνήμασι, ζωὴν χαρισάμενος.",black,,
939,Στίχ.,,red,,
940,,"Ὡς ἐκλείπει καπνός, ἐκλιπέτωσαν, ὡς τήκεται κηρὸς ἀπὸ προσώτου πυρός.",black,,
941,Στίχ.,,red,,
942,,"Οὕτως ἀπολοῦνται οἱ ἁμαρτωλοὶ ἀπὸ προσώπου τοῦ Θεοῦ, καὶ οἱ δίκαιοι εὐφρανθήτωσαν.",black,,
943,Στίχ.,,red,,
944,,"Αὕτη ἡ ἡμέρα, ἣν ἐποίησεν ὁ Κύριος, ἀγαλλιασώμεθα καὶ εὐφρανθῶμεν ἐν αὐτῇ.",black,,
945,Εἰσοδικὸν,,red,,
946,,"Ἐν Ἐκκλησίαις εὐλογεῖτε τὸν Θεόν, Κύριον ἐκ πηγῶν Ἰσραήλ...",black,,
947,Ἦχος α',,red,,
948,Μεγαλυνάριον,,red,,
949,,"Φωτίζου, φωτίζου ἡ νέα Ἱερουσαλήμ· ἡ γὰρ δόξα Κυρίου ἐπὶ σὲ ἀνέτειλε. Χόρευε νῦν, καὶ ἀγάλλου Σιών· σὺ δὲ ἁγνή, τέρπου, Θεοτόκε, ἐν τῇ ἐγέρσει τοῦ τόκου σου.",black,,
950,Κοινωνικὰ,,red,,
951,,"Σῶμα Χριστοῦ μεταλάβετε, πηγῆς ἀθανάτου γεύσασθε. Ἀλληλούϊα.",black,,
952,,Εἰς μνημόσυνον αἰώνιον ἔσται Δίκαιος. Ἀλληλούϊα.,black,,
953,Τῌ ΠΕΜΠΤῌ ΤΗΣ ΔΙΑΚΑΙΝΗΣΙΜΟΥ,,red,1_5,
954,ΕΝ Τῼ ΕΣΠΕΡΙΝῼ,,red,,temp
955,Στιχηρὰ Ἀναστάσιμα τῆς Ὀκτωήχου,,red,,
956,Ἦχος πλ. α',,red,,
957,,"Διὰ τοῦ τιμίου σου Σταυροῦ Χριστέ, Διάβολον ᾔσχυνας, καὶ διὰ τῆς Ἀναστάσεώς σου, τὸ κέντρον τῆς ἁμαρτίας ἤμβλυνας, καὶ ἔσωσας ἡμᾶς ἐκ τῶν πυλῶν τοῦ θανάτου· Δοξάζομέν σε Μονογενές.",black,,
958,Ἦχος πλ. α',,red,,
959,,"Ὁ τὴν Ἀνάστασιν διδούς, τῷ γένει τῶν ἀνθρώπων ὡς πρόβατον ἐπὶ σφαγὴν ἤχθη, ἔφριξαν τοῦτον οἱ ἄρχοντες τοῦ ᾍδου, καὶ ἐπήρθησαν πύλαι ὀδυνηραί· εἰσελήλυθε γὰρ ὁ Βασιλεὺς τῆς δόξης, Χριστός, λέγων τοῖς ἐν δεσμοῖς· Ἐξέλθετε, καὶ τοῖς ἐν τῷ σκότει, ἀνακαλύπτεσθε.",black,,
960,Ἦχος πλ. α',,red,,
961,,"Μέγα θαῦμα! ὁ τῶν ἀοράτων κτίστης, διὰ φιλανθρωπίαν σαρκὶ παθών, ἀνέστη ὁ ἀθάνατος. Δεῦτε πατριαὶ τῶν ἐθνῶν, τοῦτον προσκυνήσωμεν· τῇ γὰρ αὐτοῦ εὐσπλαγχνίᾳ ἐκ πλάνης ῥυσθέντες, ἐν τρισὶν ὑποστάσεσιν ἕνα Θεὸν ὑμνεῖν μεμαθήκαμεν.",black,,
962,"Ἕτερα Στιχηρά, Ἀνατολικά. - Ὀκτώηχος",,red,,
963,Ἦχος πλ. α',,red,,
964,,"Ἑσπερινὴν προσκύνησιν προσφέρομέν σοι τῷ ἀνεσπέρῳ φωτὶ τῷ ἐπὶ τέλει τῶν αἰώνων, ὡς ἐν ἐσόπτρῳ, διὰ σαρκὸς λάμψαντι τῷ κόσμῳ καὶ μέχρις ᾍδου κατελθόντι, καὶ τὸ ἐκεῖσε σκότος λύσαντι, καὶ τὸ φῶς τῆς Ἀναστάσεως τοῖς ἔθνεσι δείξαντι, Φωτοδότα Κύριε δόξα σοι.",black,,
965,Ἦχος πλ. α',,red,,
966,,"Τὸν ἀρχηγὸν τῆς σωτηρίας ἡμῶν, Χριστὸν δοξολογήσωμεν· αὐτοῦ γὰρ ἐκ νεκρῶν ἀναστάντος, κόσμος ἐκ πλάνης σέσωσται. Χαίρει χορὸς Ἀγγέλων, φεύγει δαιμόνων πλάνη, Ἀδὰμ πεσών, ἀνίσταται, Διάβολος κατήργηται.",black,,
967,Ἦχος πλ. α',,red,,
968,,"Οἱ τῆς κουστωδίας, ἐνηχοῦντο ὑπὸ τὴν παρανόμων. Καλύψατε Χριστοῦ τὴν Ἔγερσιν, καὶ λάβετε ἀργύρια καὶ εἴπατε, ὅτι ὑμῶν κοιμωμένων, ἐκ τοῦ μνημείου ἐσυλήθη ὁ νεκρός. Τίς εἶδε; τίς ἤκουσε νεκρὸν κλαπέντα ποτέ; μάλιστα ἐσμυρνισμένον καὶ γυμνόν, καταλιπόντα καὶ ἐν τῷ τάφῳ τὰ ἐντάφια αὐτοῦ; Μὴ πλανᾶσθε Ἰουδαῖοι, μάθετε τὰς ῥήσεις τῶν Προφητῶν, καὶ γνῶτε, ὅτι αὐτός ἐστιν ἀληθῶς, ὁ λυτρωτὴς τοῦ κόσμου, καὶ παντοδύναμος.",black,,
969,,Δόξα...,black,,
970,Ἦχος πλ. α',,red,,
971,,"Κύριε, ὁ τὸν ᾍδην σκυλεύσας, καὶ τὸν θάνατον πατήσας Σωτὴρ ἡμῶν, ὁ φωτίσας τὸν κόσμον τῷ Σταυρῷ τῷ τιμίῳ, ἐλέησον ἡμᾶς.",black,,
972,,Καὶ νῦν...,black,,
973,Ἦχος πλ. α',,red,,
974,,"Ἐν τῇ Ἐρυθρᾷ θαλάσσῃ, τῆς ἀπειρογάμου νύμφης εἰκὼν διεγράφη ποτέ. Ἐκεῖ Μωϋσῆς διαιρέτης τοῦ ὕδατος, ἐνθάδε Γαβριὴλ ὑπηρέτης τοῦ θαύματος. Τότε τὸν βυθόν ἐπέζευσεν ἀβρόχως Ἰσραήλ, νῦν δὲ τὸν Χριστὸν ἐγέννησεν ἀσπόρως ἡ Παρθένος. Ἡ θάλασσα, μετὰ τὴν πάροδον τοῦ Ἰσραήλ, ἔμεινεν ἄβατος, ἡ ἄμεμπτος, μετὰ τήν κύησιν τοῦ Ἐμμανουήλ, ἔμεινεν ἄφθορος, ὁ ὤν, καὶ προών, καὶ φανεὶς ὡς ἄνθρωπος Θεός, ἐλέησον ἡμᾶς.",black,,
975,Προκείμενον Ἦχος βαρὺς,,red,,
976,,"Ἐνώτισαι, ὁ Θεός, τὴν προσευχήν μου καὶ μὴ ὑπερίδῃς τὴν δέησίν μου.",black,,
977,Στίχ.,,red,,
978,,Πρόσχες μοι καὶ εἰσάκουσόν μου.,black,,
979,Στίχ.,,red,,
980,,Ὅτι ἐξέκλιναν ἐπ ἐμὲ ἀνομίαν.,black,,
981,Στίχ.,,red,,
982,,Ἐγὼ πρὸς τὸν Θεὸν ἐκέκραξα.,black,,
983,"Μετὰ δὲ τὴν ἐκφώνησιν, ψάλλομεν τῆς ὀκτωήχου τὸ Στιχηρὸν Ἀναστάσιμον τῶν Ἀποστίχων.Ἦχος πλ. α'",,red,,
984,,"Σὲ τὸν σαρκωθέντα Σωτῆρα Χριστόν, καὶ τῶν οὐρανῶν μὴ χωρισθέντα, ἐν φωναῖς ᾀσμάτων μεγαλύνομεν, ὅτι Σταυρὸν καὶ θάνατον, κατεδέξω, διὰ τὸ γένος ἡμῶν, ὡς φιλάνθρωπος Κύριος, σκυλεύσας ᾍδου πύλας τριήμερος ἀνέστης, σῴζων τὰς ψυχὰς ἡμῶν.",black,,
985,Εἶτα τὰ Στιχηρὰ τοῦ Πάσχα μετὰ τῶν Στίχων αὐτῶν.Ἦχος πλ. α'Στίχ.,,red,,
986,,"Πάσχα ἱερὸν ἡμῖν σήμερον ἀναδέδεικται, Πάσχα καινόν, Ἅγιον, Πάσχα μυστικόν, Πάσχα πανσεβάσμιον, Πάσχα Χριστὸς ὁ λυτρωτής, Πάσχα ἄμωμον, Πάσχα μέγα, Πάσχα τῶν πιστῶν, Πάσχα, τὸ πύλας ἡμῖν τοῦ Παραδείσου ἀνοῖξαν, Πάσχα, πάντας ἁγιάζον πιστούς.",black,,
987,Στίχ.,,red,,
988,,"Δεῦτε ἀπὸ θέας Γυναῖκες εὐαγγελίστριαι, καὶ τῇ Σιὼν εἴπατε· Δέχου παρ΄ ἡμῶν χαρᾶς εὐαγγέλια, τῆς Ἀναστάσεως Χριστοῦ, τέρπου, χόρευε, καὶ ἀγάλλου Ἱερουσαλήμ, τὸν Βασιλέα Χριστόν, θεασαμένη ἐκ τοῦ μνήματος, ὡς νυμφίον προερχόμενον.",black,,
989,Στίχ.,,red,,
990,,"Αἱ Μυροφόροι γυναῖκες, ὄρθρου βαθέος, ἐπιστᾶσαι πρὸς τὸ μνῆμα τοῦ Ζωοδότου, εὗρον Ἄγγελον, ἐπὶ τὸν λίθον καθήμενον, καὶ αὐτὸς προσφθεγξάμενος, αὐταῖς οὕτως ἔλεγε· Τί ζητεῖτε τὸν ζῶντα μετὰ τῶν νεκρῶν; τί θρηνεῖτε τὸν ἄφθαρτον ὡς ἐν φθορᾷ; ἀπελθοῦσαι κηρύξατε, τοῖς αὐτοῦ Μαθηταῖς.",black,,
991,Στίχ.,,red,,
992,,"Πάσχα τὸ τερπνόν, Πάσχα Κυρίου, Πάσχα, Πάσχα πανσεβάσμιον ἡμῖν ἀνέτειλε, Πάσχα, ἐν χαρᾷ ἀλλήλους περιπτυξώμεθα, ὦ Πάσχα λύτρον λύπης· καὶ γὰρ ἐκ τάφου σήμερον ὥσπερ ἐκ παστοῦ, ἐκλάμψας Χριστός, τὰ Γύναια χαρᾶς ἔπλησε λέγων· Κηρύξατε Ἀποστόλοις.",black,,
993,,Δόξα... Καὶ νῦν...,black,,
994,Ἦχος πλ. α',,red,,
